url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239319/NA12750.final.cram	3de6792722400a5ce197c8b4e2102676	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12750	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239324/NA12763.final.cram	bf07d8415adebdbe6cdbb9a825ca46f2	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12763	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239326/NA12812.final.cram	d2dbad25802e087febe7cd69513d1c11	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12812	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239333/NA12874.final.cram	2d5979b1119e5c74f89d68209d712237	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12874	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239461/NA11892.final.cram	20b854b095f971812a98b9ca256db17f	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11892	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239466/NA12273.final.cram	9ecd559c2b40c841b187a5e20058e647	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12273	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239468/NA12282.final.cram	8a7197bf2b55cdc32109183d9f75ee3d	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12282	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239473/NA12342.final.cram	73954b9be0cd76031b776a2c5cefebc0	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12342	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239484/NA12778.final.cram	b03ae320c1a3b13c750d23d28a8dbc13	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12778	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239489/NA12889.final.cram	8a296693b8cc751be93f2f2ead749dd0	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12889	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239277/NA06986.final.cram	09b26dac0e1f1d338c559260e9098748	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA06986	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239481/NA12748.final.cram	52bd4d12eaf896daf88990b98a911c27	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12748	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239483/NA12777.final.cram	2c27484e2b978a819a98db66af7b3863	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12777	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239488/NA12843.final.cram	091e5e1a7526f35aa7e235529dc5245a	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12843	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239283/NA07357.final.cram	95ec238f9872c128e7b9a93ac27ee7f3	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07357	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239288/NA11831.final.cram	706353216b429cf869f1dc1ced35c6f5	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11831	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239290/NA11840.final.cram	c152040a3db04c092f950f856c282902	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11840	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239295/NA11920.final.cram	c30b3ed7d364c8f30fff3e614fc25eac	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11920	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239303/NA12006.final.cram	45f67b1b9dcd1104ecd692023f7b4eb4	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12006	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239645/NA12046.final.cram	8c698eeca26e0aaf37a732cc391a6266	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12046	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239309/NA12155.final.cram	993c8abd47a68d3635ec11a596e12dd9	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12155	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239314/NA12414.final.cram	74e372aafa97c2c9ee84b417a200d4fb	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12414	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239316/NA12716.final.cram	4f467db6821e15e339b02597bac7b614	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12716	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239321/NA12760.final.cram	b04545f7dfe3e21133efeaf19c712453	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12760	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239328/NA12814.final.cram	f633160e6ca4b69ec53372d6fd22f0c4	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12814	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239276/NA06985.final.cram	feb8e48a9cea41c622454baf8f3a8377	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA06985	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239281/NA07051.final.cram	5cd5bf26a533b9e854b49c1b16e3b6ed	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07051	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239282/NA07347.final.cram	690cdb4c7a122e79b2ad49a04ef011e0	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07347	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239287/NA11830.final.cram	180bda765c44809356b6734028180181	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11830	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239289/NA11832.final.cram	beddeb133d6948840d1be236278cd1ca	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11832	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239294/NA11919.final.cram	6cdcd2ec2e226707667a568b3a22b5c8	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11919	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239302/NA12005.final.cram	4e1360ac56eeb1b620aafc0211fa7cc3	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12005	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239644/NA11933.final.cram	01e5bd4e57d4a00d400478cdbf2d006a	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11933	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239308/NA12154.final.cram	5ec0f35ee673d3adee691df2ca048557	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12154	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239313/NA12287.final.cram	dc8fe3f8c393c21d5e2048f052746fb1	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12287	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239315/NA12489.final.cram	7a4af053f3d6fb9914a5614cde3e0529	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12489	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239320/NA12751.final.cram	319737083bc41cba3d66fc9dca661ef7	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12751	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239456/NA07056.final.cram	65a6bec74f779502288041392df1856a	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07056	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239327/NA12813.final.cram	0731fc4a21d75e075c97668da9aa5048	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12813	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239334/NA12878.final.cram	7b60651143aa1b18e807ced767886fd2	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12878	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239458/NA06984.final.cram	13a141df0f4d4775f7c7a27341e8ab47	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA06984	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239463/NA11930.final.cram	aee53f9f287963846fa6899d7be6792f	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11930	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239470/NA12286.final.cram	404e5c6c0ad073966e3ee2c2015717b5	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12286	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239475/NA12348.final.cram	96cbd9d482f14ff0a5e9d70c795482e8	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12348	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239477/NA12399.final.cram	81f1bac204c5d5af2f2a3b1a3777002c	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12399	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239462/NA11893.final.cram	886c0a5698907c329cd5b91d0399d163	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA11893	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239469/NA12283.final.cram	6c8ded8d330171750f4c9bf6b90cea27	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12283	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239474/NA12347.final.cram	90860cca491e40a5cbb62c833ec4b2c0	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA12347	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989266/NA06997.final.cram	3c6cb9ae6b91a122010c00f338b3a02f	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA06997	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989271/NA07031.final.cram	9138607b5b12ca6053fa89e772be55f4	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07031	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989273/NA07045.final.cram	9d8399c604a154e405934f5a66aac12c	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07045	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989278/NA07349.final.cram	ff47ec144b4970e74806623994b03aef	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA07349	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989282/NA10835.final.cram	ad7f36a815fc10a98de31d50e0884bda	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA10835	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989287/NA10840.final.cram	4add13e0c44414f37c68a03792851f66	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA10840	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989294/NA10855.final.cram	304c63c6f9fa27c963a678d734fd61c2	1000 Genomes 30x on GRCh38	alignment	PCR-free high coverage	NA10855	Utah residents (CEPH) with Northern and Western European ancestry	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000G_2504_high_coverage/20200526_1000G_2504plus698_high_cov_data_reuse_README.txt
